PubIssueID,Title,NA Gaps,First Volume,Last Volume
sim_journal-of-pastoral-care-counseling-jpcc,The Journal of Pastoral Care & Counseling : JPCC,,1947.0,2014.0
sim_journal-of-pastoral-counseling,Journal of Pastoral Counseling,,1985.0,2009.0
sim_journal-of-pastoral-psychotherapy,Journal of Pastoral Psychotherapy,,1987.0,1987.0
sim_journal-of-pathology,Journal of Pathology,,1976.0,2015.0
sim_journal-of-peace-research,Journal of Peace Research,,1964.0,2014.0
sim_journal-of-peasant-studies,The Journal of Peasant Studies,2004; ,1990.0,2008.0
sim_journal-of-pediatric-and-adolescent-gynecology,Journal of Pediatric and Adolescent Gynecology,,1988.0,1995.0
sim_journal-of-pediatric-health-care,Journal of Pediatric Health Care,,1987.0,2015.0
sim_journal-of-pediatric-nursing,Journal of Pediatric Nursing,,1992.0,2015.0
sim_journal-of-pediatric-oncology-nursing,Journal of Pediatric Oncology Nursing,,1992.0,2015.0
sim_journal-of-pediatric-ophthalmology-and-strabismus,Journal of Pediatric Ophthalmology and Strabismus,,1971.0,2014.0
sim_journal-of-pediatric-orthopaedics,Journal of Pediatric Orthopaedics,,1993.0,2006.0
sim_journal-of-pediatric-perinatal-nutrition,Journal of Pediatric & Perinatal Nutrition,1988; ,1987.0,1989.0
sim_journal-of-pediatric-psychology,Journal of Pediatric Psychology,,1989.0,2007.0
sim_journal-of-pediatrics,The Journal of Pediatrics,,1932.0,2016.0
sim_journal-of-pelvic-medicine-and-surgery,Journal of Pelvic Medicine and Surgery,1987; 1990; ,2003.0,2003.0
sim_journal-of-pension-planning-and-compliance,Journal of Pension Planning and Compliance,1996; 1997; 2001; ,1995.0,2004.0
sim_journal-of-performance-of-constructed-facilities,Journal of Performance of Constructed Facilities,,1987.0,2011.0
sim_journal-of-perinatal-neonatal-nursing,Journal of Perinatal & Neonatal Nursing,,1987.0,2013.0
sim_journal-of-perinatology,Journal of Perinatology,,1990.0,1999.0
sim_journal-of-periodontology,Journal of Periodontology,,1930.0,2015.0
sim_journal-of-personal-selling-sales-management,The Journal of Personal Selling & Sales Management,,1988.0,2008.0
sim_journal-of-personality,Journal of Personality,,1932.0,2014.0
sim_journal-of-personality-and-social-psychology,Journal of Personality and Social Psychology,,1965.0,2015.0
sim_journal-of-personality-assessment,Journal of Personality Assessment,,1936.0,2015.0
sim_journal-of-personality-disorders,Journal of Personality Disorders,,1990.0,2009.0
sim_journal-of-petroleum-science-engineering,Journal of Petroleum Science & Engineering,1995; 1996; 1997; ,1987.0,2000.0
sim_journal-of-petrology,Journal of Petrology,,1960.0,2013.0
sim_journal-of-pharmaceutical-and-biomedical-analysis,Journal of Pharmaceutical and Biomedical Analysis,,1983.0,1995.0
sim_journal-of-pharmaceutical-marketing-management,Journal of Pharmaceutical Marketing & Management,,1994.0,1995.0
sim_journal-of-pharmaceutical-medicine,Journal of Pharmaceutical Medicine,,1991.0,1996.0
sim_journal-of-pharmaceutical-sciences,Journal of Pharmaceutical Sciences,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; ,1912.0,2012.0
sim_journal-of-pharmacokinetics-and-pharmacodynamics,Journal of Pharmacokinetics and Pharmacodynamics,1983; 1984; 1985; 1986; 1987; 1988; 2000; ,1973.0,2004.0
sim_journal-of-pharmacological-and-toxicological-methods,Journal of Pharmacological and Toxicological Methods,,1978.0,1999.0
sim_journal-of-pharmacological-sciences,Journal of Pharmacological Sciences,,1975.0,2002.0
sim_journal-of-pharmacology-and-experimental-therapeutics,Journal of Pharmacology and Experimental Therapeutics,1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; ,1982.0,2010.0
sim_journal-of-pharmacy-technology,The Journal of Pharmacy Technology,,1985.0,2012.0
sim_journal-of-phase-equilibria-and-diffusion,Journal of Phase Equilibria and Diffusion,,1980.0,1996.0
sim_journal-of-phenomenological-psychology,Journal of Phenomenological Psychology,,1970.0,2008.0
sim_journal-of-philosophical-logic,Journal of Philosophical Logic,,1984.0,1996.0
sim_journal-of-philosophy-of-education,Journal of Philosophy of Education,,1998.0,2008.0
sim_journal-of-photochemistry,Journal of Photochemistry,,1972.0,1987.0
sim_journal-of-photochemistry-and-photobiology-a-chemistry,Journal of Photochemistry and Photobiology A: Chemistry,,1987.0,1997.0
sim_journal-of-photochemistry-and-photobiology-b-biology,Journal of Photochemistry and Photobiology B: Biology,1992; 1993; 1994; 1995; ,1987.0,1997.0
sim_journal-of-physical-and-chemical-reference-data,Journal of Physical and Chemical Reference Data,,1972.0,2010.0
sim_journal-of-physical-chemistry,The Journal of Physical Chemistry,,1896.0,2013.0
sim_journal-of-physical-education-recreation-dance,"Journal of Physical Education, Recreation & Dance",,1930.0,2016.0
sim_journal-of-physical-organic-chemistry,Journal of Physical Organic Chemistry,,1988.0,2000.0
sim_journal-of-physical-therapy-education,Journal of Physical Therapy Education,,2001.0,2009.0
sim_journal-of-physics-a-mathematical-and-general,Journal of Physics A: Mathematical and General,,1968.0,2010.0
sim_journal-of-physics-and-chemistry-of-solids,The Journal of Physics and Chemistry of Solids,,1956.0,2004.0
sim_journal-of-physics-b-atomic-molecular-and-optical,"Journal of Physics B: Atomic, Molecular, and Optical Physics",,1968.0,2010.0
sim_journal-of-physics-condensed-matter,Journal of Physics: Condensed Matter,,1989.0,2010.0
sim_journal-of-physics-d-applied-physics,Journal of Physics D: Applied Physics,,1968.0,2010.0
sim_journal-of-physics-g-nuclear-and-particle-physics,Journal of Physics G: Nuclear and Particle Physics,,1975.0,2010.0
sim_journal-of-physiology,The Journal of Physiology,,1960.0,2014.0
sim_journal-of-pipelines,Journal of Pipelines,,1987.0,1989.0
sim_journal-of-plankton-research,Journal of Plankton Research,1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; ,1988.0,2002.0
sim_journal-of-planning-literature,Journal of Planning Literature,2007; ,2001.0,2008.0
sim_journal-of-plant-growth-regulation,Journal of Plant Growth Regulation,,1982.0,2004.0
sim_journal-of-plasma-physics,Journal of Plasma Physics,,1979.0,2004.0
sim_journal-of-podiatric-medical-education,Journal of Podiatric Medical Education,,1977.0,1986.0
sim_journal-of-poetry-therapy,Journal of Poetry Therapy,2003; 2005; ,1987.0,2006.0
sim_journal-of-police-crisis-negotiations,Journal of Police Crisis Negotiations,,2001.0,2004.0
sim_journal-of-police-science-and-administration,Journal of Police Science and Administration,1989; ,1973.0,1990.0
sim_journal-of-policy-analysis-and-management,Journal of Policy Analysis and Management,,1981.0,2015.0
sim_journal-of-policy-history-jph,Journal of Policy History: JPH,,1989.0,2003.0
sim_journal-of-policy-modeling,Journal of Policy Modeling,,1979.0,2007.0
sim_journal-of-policy-practice,Journal of Policy Practice,,2002.0,2004.0
sim_journal-of-political-and-military-sociology,Journal of Political and Military Sociology,,1973.0,2009.0
sim_journal-of-political-economy,The Journal of Political Economy,,1892.0,2016.0
sim_journal-of-political-marketing,Journal of Political Marketing,,2002.0,2004.0
sim_journal-of-political-philosophy,The Journal of Political Philosophy,,1993.0,1999.0
sim_journal-of-politics,The Journal of Politics,,1939.0,2014.0
sim_journal-of-polymer-science,Journal of Polymer Science,,1946.0,1962.0
sim_journal-of-polymer-science-part-a-general-papers,"Journal of Polymer Science, Part A: General Papers",,1963.0,1965.0
sim_journal-of-polymer-science-part-a-polymer-chemistry,"Journal of Polymer Science, Part A: Polymer Chemistry",,1966.0,2010.0
sim_journal-of-polymer-science-part-b-polymer-physics,"Journal of Polymer Science, Part B: Polymer Physics",2008; ,1966.0,2010.0
sim_journal-of-polymer-science-part-c-polymer-letters,"Journal of Polymer Science, Part C: Polymer Letters",,1963.0,1990.0
sim_journal-of-polymer-science-polymer-symposia,Journal of Polymer Science: Polymer Symposia,1972; 1982; ,1962.0,1986.0
sim_journal-of-popular-culture,Journal of Popular Culture,,1967.0,2016.0
sim_journal-of-popular-film-television,Journal of Popular Film & Television,,1972.0,2015.0
sim_journal-of-population-economics,Journal of Population Economics,,1988.0,2004.0
sim_journal-of-portfolio-management,Journal of Portfolio Management,,1974.0,2016.0
sim_journal-of-positive-behavior-interventions,Journal of Positive Behavior Interventions,,1999.0,2000.0
sim_journal-of-post-keynesian-economics,Journal of Post Keynesian Economics,,1989.0,2013.0
sim_journal-of-poverty,Journal of Poverty,,1997.0,2014.0
sim_journal-of-power-sources,Journal of Power Sources,,1976.0,1997.0
sim_journal-of-practical-nursing,Journal of Practical Nursing,,1963.0,2011.0
sim_journal-of-pragmatics,Journal of Pragmatics,,1977.0,2003.0
sim_journal-of-presbyterian-history,Journal of Presbyterian History,,1980.0,2015.0
sim_journal-of-pressure-vessel-technology,Journal of Pressure Vessel Technology,,1974.0,2009.0
sim_journal-of-prevention-intervention-in-the-community,Journal of Prevention & Intervention in the Community,1999; ,1981.0,2005.0
sim_journal-of-preventive-dentistry,The Journal of Preventive Dentistry,,1974.0,1978.0
sim_journal-of-primary-prevention,Journal of Primary Prevention,,1980.0,2010.0
sim_journal-of-prison-discipline-and-philanthropy,The Journal of Prison Discipline and Philanthropy,,1845.0,1855.0
sim_journal-of-prison-jail-health,Journal of Prison & Jail Health,,1981.0,1993.0
sim_journal-of-process-control,Journal of Process Control,,1991.0,1994.0
sim_journal-of-product-and-brand-management,The Journal of Product and Brand Management,,1993.0,1994.0
sim_journal-of-product-innovation-management,The Journal of Product Innovation Management,,1984.0,2009.0
sim_journal-of-productivity-analysis,Journal of Productivity Analysis,,1989.0,1996.0
sim_journal-of-products-and-toxics-liability,Journal of Products and Toxics Liability,1980; 1990; ,1977.0,1995.0
sim_journal-of-professional-counseling-practice-theory,"Journal of Professional Counseling, Practice, Theory, & Research",1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; ,1979.0,1991.0
sim_journal-of-professional-issues-eng-education-practice,Journal of Professional Issues in Engineering Education and Practice,,1973.0,2005.0
sim_journal-of-professional-nursing,Journal of Professional Nursing,,1985.0,2015.0
sim_journal-of-programmed-instruction,Journal of Programmed Instruction,,1962.0,1964.0
sim_journal-of-progressive-human-services,Journal of Progressive Human Services,,1990.0,2014.0
sim_journal-of-promotion-management,Journal of Promotion Management,1994; 1995; 1998; 2006; 2009; ,1991.0,2011.0
sim_journal-of-property-management,Journal of Property Management,,1934.0,2010.0
sim_journal-of-propulsion-and-power,Journal of Propulsion and Power,,1985.0,2015.0
sim_journal-of-prosthetic-dentistry,The Journal of Prosthetic Dentistry,,1951.0,2012.0
sim_journal-of-prosthetics-and-orthotics-jpo,Journal of Prosthetics and Orthotics: JPO,,1988.0,2013.0
sim_journal-of-proteomics,Journal of Proteomics,1998; ,1979.0,2000.0
sim_journal-of-psychiatric-research,Journal of Psychiatric Research,1980; ,1963.0,2012.0
sim_journal-of-psychiatric-treatment-and-evaluation,Journal of Psychiatric Treatment and Evaluation,,1979.0,1983.0
sim_journal-of-psychiatry-law,Journal of Psychiatry & Law,,1973.0,2011.0
sim_journal-of-psychoactive-drugs,Journal of Psychoactive Drugs,1973; ,1967.0,2015.0
sim_journal-of-psychohistory,The Journal of Psychohistory,,1973.0,2015.0
sim_journal-of-psycholinguistic-research,Journal of Psycholinguistic Research,1972; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1971.0,2015.0
sim_journal-of-psychological-researches,Journal of Psychological Researches,,1964.0,1994.0
sim_journal-of-psychological-trauma,Journal of Psychological Trauma,,2002.0,2003.0
sim_journal-of-psychology,The Journal of Psychology,,1983.0,2015.0
sim_journal-of-psychology-and-christianity,Journal of Psychology and Christianity,,1982.0,2015.0
sim_journal-of-psychology-and-judaism,Journal of Psychology and Judaism,1984; ,1976.0,2000.0
sim_journal-of-psychology-and-theology,Journal of Psychology and Theology,,1973.0,2015.0
sim_journal-of-psychopathology-and-behavioral-assessment,Journal of Psychopathology and Behavioral Assessment,,1989.0,1996.0
sim_journal-of-psychopharmacology,Journal of Psychopharmacology,,1966.0,1968.0
sim_journal-of-psychopharmacology-uk,Journal of Psychopharmacology,,2001.0,2006.0
sim_journal-of-psychosocial-nursing-mental-health-services,Journal of Psychosocial Nursing & Mental Health Services,,1963.0,2016.0
sim_journal-of-psychosocial-oncology,Journal of Psychosocial Oncology,,1983.0,2007.0
sim_journal-of-psychosomatic-research,Journal of Psychosomatic Research,,1956.0,2008.0
sim_journal-of-psychotherapy-in-independent-practice,Journal of Psychotherapy in Independent Practice,,2000.0,2002.0
sim_journal-of-psychotherapy-the-family,Journal of Psychotherapy & the Family,,1985.0,1989.0
sim_journal-of-public-economics,Journal of Public Economics,,1972.0,2007.0
sim_journal-of-public-health-dentistry,Journal of Public Health Dentistry,,1941.0,2015.0
sim_journal-of-public-health-management-and-practice,Journal of Public Health Management and Practice,,1995.0,2011.0
sim_journal-of-public-health-policy,Journal of Public Health Policy,,2003.0,2003.0
sim_journal-of-public-policy,Journal of Public Policy,,1987.0,2009.0
sim_journal-of-public-policy-marketing,Journal of Public Policy & Marketing,,1990.0,2013.0
sim_journal-of-pure-and-applied-algebra,Journal of Pure and Applied Algebra,,1971.0,2006.0
sim_journal-of-quality-assurance-in-hospitality-tourism,Journal of Quality Assurance in Hospitality & Tourism,,2000.0,2004.0
sim_journal-of-quality-in-clinical-practice,Journal of Quality in Clinical Practice,1997; ,1991.0,2001.0
sim_journal-of-quality-technology,Journal of Quality Technology,,1969.0,2008.0
sim_journal-of-quantitative-anthropology,Journal of Quantitative Anthropology,,1995.0,1996.0
sim_journal-of-quantitative-criminology,Journal of Quantitative Criminology,,1985.0,2008.0
sim_journal-of-quantitative-spectroscopy-radiative-transfer,Journal of Quantitative Spectroscopy & Radiative Transfer,,1961.0,2004.0
sim_journal-of-quaternary-science-jqs,Journal of Quaternary Science: JQS,,1989.0,1999.0
sim_journal-of-radioanalytical-and-nuclear-chemistry,Journal of Radioanalytical and Nuclear Chemistry,1993; ,1968.0,1994.0
sim_journal-of-radiological-protection,Journal of Radiological Protection,,1981.0,2010.0
sim_journal-of-raman-spectroscopy,Journal of Raman Spectroscopy,,1973.0,2007.0
sim_journal-of-rational-emotive-cognitive-behavior-therapy,Journal of Rational - Emotive & Cognitive - Behavior Therapy,,1983.0,2013.0
sim_journal-of-real-estate-finance-and-economics,Journal of Real Estate Finance and Economics,,1988.0,2007.0
sim_journal-of-real-estate-literature,Journal of Real Estate Literature,,1999.0,2000.0
sim_journal-of-refugee-resettlement,Journal of Refugee Resettlement,,1980.0,1981.0
sim_journal-of-refugee-studies,Journal of Refugee Studies,,1988.0,2003.0
sim_journal-of-regional-science,Journal of Regional Science,,1958.0,2011.0
sim_journal-of-regulatory-economics,Journal of Regulatory Economics,,1989.0,2014.0
sim_journal-of-rehabilitation,Journal of Rehabilitation,,1989.0,2013.0
sim_journal-of-rehabilitation-medicine,Journal of Rehabilitation Medicine,,1999.0,2003.0
sim_journal-of-rehabilitation-outcomes-measurement,Journal of Rehabilitation Outcomes Measurement,,1998.0,2000.0
sim_journal-of-rehabilitation-research-and-development,Journal of Rehabilitation Research and Development,,1974.0,2013.0
sim_journal-of-reinforced-plastics-and-composites,Journal of Reinforced Plastics and Composites,1990; 2000; ,1989.0,2009.0
sim_journal-of-relationship-marketing,Journal of Relationship Marketing,2004; 2009; ,2002.0,2011.0
sim_journal-of-religion,The Journal of Religion,,1921.0,2015.0
sim_journal-of-religion-abuse,Journal of Religion & Abuse,,1999.0,2004.0
sim_journal-of-religion-and-health,Journal of Religion and Health,,1961.0,2015.0
sim_journal-of-religion-spirituality-aging,"Journal of Religion, Spirituality & Aging",1992; 1993; 1999; ,1984.0,2005.0
